raca,sexo,faixaEtaria,CO_MUNICIPIO_ESC,depAdminEsc,TP_ESCOLA,educMae,ocupPai,pessoasResid,rendFam,NU_NOTA_MT,NU_NOTA_LC,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_REDACAO,raca2,tpEscola,media,rendFamP
Branca,F,31-50,,,1,12,NS,2,1100,411.5,505,545.6,465.8,580,Branca,,481.975,550
Parda,M,< 23,3520509,Privada,3,17,G5,3,7700,392.7,505.3,455.8,486.2,480,PPI,Privada,460,2566.66666666667
Branca,F,< 23,,,1,12,NS,4,4400,,,,,,Branca,,,1100
Parda,F,< 23,3526209,Estadual,2,2,NS,3,1100,433.6,505.9,420.2,452.1,540,PPI,Publica,452.95,366.666666666667
Parda,M,< 23,,,1,9,G2,8,1650,605.6,535.5,557.6,456.2,600,PPI,,538.725,206.25
Parda,M,24-30,,,1,12,G2,2,2750,510.5,471.2,468.7,496.1,420,PPI,,486.625,1375
Amarela,F,24-30,,,1,12,G4,1,4400,753.7,650,726.1,697.6,940,Branca,,706.85,4400
Branca,F,< 23,,,1,17,G2,3,5500,407.8,504.8,535.1,459.3,620,Branca,,476.75,1833.33333333333
Branca,M,< 23,3540606,Privada,3,17,G4,3,6600,,,,,,Branca,Privada,,2200
Branca,F,< 23,,,1,17,G3,4,16500,828.6,696.9,718.6,724.3,940,Branca,,742.1,4125
Branca,M,< 23,3554102,Estadual,2,16,G4,3,2200,584.6,567.8,497.6,544,560,Branca,Publica,548.5,733.333333333333
Branca,M,< 23,,,1,12,G2,3,8800,785.7,565.4,673.6,647.3,860,Branca,,668,2933.33333333333
Branca,M,< 23,3518800,Privada,3,16,G4,4,6600,661.3,567.3,561.8,613.3,800,Branca,Privada,600.925,1650
Parda,M,< 23,,,1,12,G4,3,2750,,,,,,PPI,,,916.666666666667
Parda,M,< 23,3548906,Privada,3,12,G4,4,6600,638.5,528.5,523.6,437,720,PPI,Privada,531.9,1650
Branca,F,< 23,3548500,Privada,2,12,NS,3,1650,482.9,625.1,544.6,517.7,700,Branca,Publica,542.575,550
Parda,F,> 50,,,1,0,G2,1,1100,,,,,,PPI,,,1100
Preta,F,31-50,,,1,2,G3,3,2750,,,,,,PPI,,,916.666666666667
ND,M,< 23,,,2,5,G4,4,1100,,,,,,,Publica,,275
Parda,F,24-30,,,1,12,G2,2,1650,,,,,,PPI,,,825
Branca,F,< 23,,,1,16,G5,4,13200,796.6,665.6,654.8,725,900,Branca,,710.5,3300
Preta,F,< 23,3505708,Municipal,2,12,G3,6,2200,459,517.6,464.2,391.4,600,PPI,Publica,458.05,366.666666666667
Branca,M,< 23,,,1,12,G4,5,6600,,,,,,Branca,,,1320
Branca,M,< 23,3550308,Estadual,2,12,G3,3,4400,644.8,645.6,675.4,569,500,Branca,Publica,633.7,1466.66666666667
Parda,F,< 23,3546405,Estadual,2,9,NS,4,2200,,,,,,PPI,Publica,,550
Parda,F,< 23,,,1,9,G1,4,0,,529.5,454.9,,540,PPI,,,0
Parda,F,< 23,3550308,Privada,3,12,G3,3,4400,662.2,549.7,570.1,557,720,PPI,Privada,584.75,1466.66666666667
Parda,F,< 23,,,1,5,G3,3,2200,,,,,,PPI,,,733.333333333333
Parda,M,< 23,,,1,12,G2,3,1100,488,543.1,515.9,395.1,560,PPI,,485.525,366.666666666667
Branca,F,31-50,,,1,17,G5,4,30000,,,,,,Branca,,,7500
Parda,M,31-50,,,1,5,G3,4,1650,483.3,511.4,519.5,529,540,PPI,,510.8,412.5
Branca,M,< 23,3518800,Privada,3,16,G5,4,30000,667.1,577.7,548.6,516.5,760,Branca,Privada,577.475,7500
Branca,F,< 23,,,1,12,NS,7,1100,383,410.5,492,446.4,520,Branca,,432.975,157.142857142857
Branca,F,< 23,3515103,Estadual,2,5,G3,2,1100,390.6,438.4,429.3,363.8,440,Branca,Publica,405.525,550
Branca,M,< 23,3520509,Estadual,2,12,G4,2,8800,733.5,595,646.1,612.9,680,Branca,Publica,646.875,4400
Branca,F,< 23,,,1,5,G3,4,2750,,,,,,Branca,,,687.5
Parda,M,< 23,,,1,17,G2,4,2750,567.7,555.3,552.2,536.4,620,PPI,,552.9,687.5
Branca,F,< 23,3550308,Estadual,2,5,G3,2,2200,566.8,466.5,400.4,464.6,640,Branca,Publica,474.575,1100
Parda,M,< 23,,,1,12,G4,4,2750,614.1,460.1,475,392.5,340,PPI,,485.425,687.5
Parda,F,< 23,,,1,2,NS,5,1100,537.3,450.4,533.9,389.7,640,PPI,,477.825,220
Branca,F,< 23,,,1,9,G4,3,2200,665,572,594.8,428.5,440,Branca,,565.075,733.333333333333
Branca,F,< 23,,,1,12,NS,1,1100,,,,,,Branca,,,1100
Branca,F,< 23,,,1,12,NS,3,4400,,,,,,Branca,,,1466.66666666667
Parda,F,24-30,,,1,17,G1,2,6600,,,,,,PPI,,,3300
Branca,M,< 23,,,1,5,G3,5,2200,,414.7,370.7,,560,Branca,,,440
Branca,F,< 23,3539301,Privada,3,12,G4,4,4400,696.2,581.8,632.9,641.1,940,Branca,Privada,638,1100
Branca,F,< 23,,,2,12,G3,4,2200,526.1,483.1,528.7,508.8,460,Branca,Publica,511.675,550
Branca,F,< 23,,,2,9,G2,3,2750,,426.8,424.1,,880,Branca,Publica,,916.666666666667
Parda,M,< 23,,,1,9,G3,4,2750,462,455.8,520.5,482.1,700,PPI,,480.1,687.5
Preta,F,24-30,,,1,2,G2,3,2200,,,,,,PPI,,,733.333333333333
Branca,M,< 23,3550308,Privada,2,12,G2,5,5500,695.4,543.1,527.4,552.5,560,Branca,Publica,579.6,1100
Branca,F,< 23,3528502,Estadual,2,2,G4,4,2750,,,,,,Branca,Publica,,687.5
Parda,M,31-50,,,1,5,G3,3,5500,633.9,549.7,555.2,651.4,520,PPI,,597.55,1833.33333333333
Parda,F,< 23,,,2,12,NS,4,1650,380.4,402.3,380.2,415.2,540,PPI,Publica,394.525,412.5
Parda,F,< 23,,,1,12,G3,5,4400,760,602.7,629,595.7,820,PPI,,646.85,880
Branca,F,< 23,,,1,5,G4,4,2750,,,,,,Branca,,,687.5
Branca,F,< 23,,,1,12,G2,5,2200,,,,,,Branca,,,440
Branca,M,< 23,,,1,16,G4,4,11000,741.9,557.1,638.1,672.9,780,Branca,,652.5,2750
Branca,M,< 23,,,1,12,G3,4,2200,784.2,609.6,664.8,604.1,880,Branca,,665.675,550
Branca,F,< 23,3533908,Estadual,2,17,G5,3,22000,660.7,524.5,608.4,620.9,720,Branca,Publica,603.625,7333.33333333333
Branca,M,< 23,,,1,12,G4,4,5500,717.8,599.1,599.3,636.7,920,Branca,,638.225,1375
Branca,F,< 23,,,1,16,G5,5,16500,727.6,675.9,680.7,620.8,920,Branca,,676.25,3300
Parda,F,< 23,3504008,Estadual,2,12,NS,4,1650,689.7,617.1,576.5,530.6,700,PPI,Publica,603.475,412.5
Preta,M,< 23,,,1,12,G4,4,3300,601.3,562.7,595.1,498.6,580,PPI,,564.425,825
Parda,F,< 23,,,2,16,NS,3,2750,587.4,515.7,357.5,375.2,460,PPI,Publica,458.95,916.666666666667
Parda,F,24-30,,,1,17,NS,3,7700,729.6,696.7,702.8,606.1,680,PPI,,683.8,2566.66666666667
Branca,F,< 23,3530508,Estadual,2,12,G3,3,4400,698,570.3,618.8,515.6,820,Branca,Publica,600.675,1466.66666666667
Parda,F,24-30,,,1,2,G3,4,1650,510.1,467.6,459.8,424.9,0,PPI,,465.6,412.5
Parda,F,31-50,,,1,9,G2,4,7700,,,,,,PPI,,,1925
Branca,F,< 23,,,1,16,G5,4,7700,757.6,536.8,606.4,655.6,920,Branca,,639.1,1925
Branca,F,< 23,,,1,17,NS,4,3300,,,,,,Branca,,,825
Branca,M,< 23,3530607,Privada,2,12,NS,2,2200,,,,,,Branca,Publica,,1100
Branca,F,31-50,,,1,2,G3,2,9900,,,,,,Branca,,,4950
Branca,F,31-50,,,1,2,G3,1,1100,,,,,,Branca,,,1100
Parda,M,< 23,,,2,12,G3,3,2200,427.5,537.4,547.2,398.1,640,PPI,Publica,477.55,733.333333333333
Amarela,F,< 23,3550308,Estadual,2,,NS,4,1650,,,,,,Branca,Publica,,412.5
Preta,F,< 23,,,1,9,G2,5,1650,,,,,,PPI,,,330
Branca,F,< 23,,,1,17,G5,2,5500,834,592.1,741.5,762.7,800,Branca,,732.575,2750
Branca,F,< 23,,,1,12,G4,5,22000,664.9,637.4,637.6,631.8,580,Branca,,642.925,4400
Branca,F,< 23,3550308,Privada,3,17,G4,4,13200,559.3,458.5,590.9,487.7,740,Branca,Privada,524.1,3300
Preta,M,< 23,,,1,16,NS,6,2750,,,,,,PPI,,,458.333333333333
Parda,F,24-30,,,1,2,G2,2,1100,542.7,553.8,563.2,471.9,640,PPI,,532.9,550
ND,F,< 23,3502101,Estadual,2,16,G3,3,2200,426.3,478.5,546,525.9,600,,Publica,494.175,733.333333333333
Branca,F,< 23,3503901,Estadual,2,9,G4,3,1650,516.2,517.3,543.5,459.6,720,Branca,Publica,509.15,550
Branca,F,< 23,,,1,2,G3,3,2200,,,,,,Branca,,,733.333333333333
Branca,F,31-50,,,1,2,G1,4,3300,525.2,460,535.7,491.6,600,Branca,,503.125,825
Branca,F,< 23,,,3,16,G5,3,11000,579.1,542.4,594.7,502.8,840,Branca,Privada,554.75,3666.66666666667
Branca,F,< 23,3549904,Estadual,2,12,G2,4,1100,445.7,528.2,533.5,526.6,520,Branca,Publica,508.5,275
Preta,F,31-50,,,1,12,G3,5,5500,428.3,490.4,568.6,494.6,700,PPI,,495.475,1100
Parda,F,31-50,,,1,9,G3,3,1100,,,,,,PPI,,,366.666666666667
Branca,F,< 23,,,2,12,G4,3,4400,811.2,644.9,689.7,647.9,940,Branca,Publica,698.425,1466.66666666667
Branca,F,31-50,,,1,5,G3,4,2200,,,,,,Branca,,,550
Parda,F,< 23,,,1,9,G2,6,2750,482.6,545.3,543.8,483.3,460,PPI,,513.75,458.333333333333
Branca,F,< 23,3529005,Estadual,2,12,G2,2,4400,409.6,549.7,589.9,424.9,560,Branca,Publica,493.525,2200
Branca,M,< 23,,,2,,NS,2,2200,,358.3,421.8,,0,Branca,Publica,,1100
Parda,M,< 23,3551702,Estadual,2,12,G3,4,1650,,,,,,PPI,Publica,,412.5
Branca,F,< 23,3537602,Estadual,2,16,G4,3,6600,509.5,489.2,535,425.9,620,Branca,Publica,489.9,2200
Parda,F,< 23,,,2,9,G2,4,2200,606.9,469.3,458.9,476,500,PPI,Publica,502.775,550
Branca,F,31-50,,,1,2,G4,2,2750,,,,,,Branca,,,1375
Branca,M,< 23,3543402,Privada,3,16,NS,4,7700,636.9,508.2,484.6,545,700,Branca,Privada,543.675,1925
Parda,M,< 23,,,1,16,G4,3,1650,667.3,614.5,681.2,526.5,580,PPI,,622.375,550
Preta,M,< 23,,,1,12,G3,3,2750,,,,,,PPI,,,916.666666666667
Branca,F,24-30,,,1,12,G2,2,1100,,,,,,Branca,,,550
Branca,F,< 23,,,1,17,G5,4,6600,565.2,581,666.8,604.4,960,Branca,,604.35,1650
Branca,M,< 23,,,1,,NS,2,2750,524.1,583.4,614.6,526,720,Branca,,562.025,1375
Branca,M,< 23,3543402,Privada,3,16,G5,4,5500,846.1,656.7,705.1,729.2,880,Branca,Privada,734.275,1375
Branca,M,< 23,,,2,0,G1,4,2200,396.3,594.4,663.7,518.7,520,Branca,Publica,543.275,550
Branca,F,< 23,3520509,Estadual,2,16,G4,2,5500,480.1,498.8,559,477.2,680,Branca,Publica,503.775,2750
ND,F,< 23,,,1,2,G3,4,1100,460.6,473.2,475.2,458.7,520,,,466.925,275
ND,F,< 23,3551009,Estadual,2,2,G2,6,1100,,,,,,,Publica,,183.333333333333
Branca,F,< 23,3505708,Privada,3,17,G4,3,30000,669.6,589,584.5,569.1,820,Branca,Privada,603.05,10000
Branca,F,< 23,,,1,9,G4,5,4400,811.5,663.5,791.8,758.2,960,Branca,,756.25,880
Branca,M,< 23,,,1,17,G2,2,11000,685.9,603.5,593.3,583.7,720,Branca,,616.6,5500
Branca,M,< 23,3547809,Privada,3,12,G4,4,11000,754,535.9,571.6,585.1,760,Branca,Privada,611.65,2750
Branca,M,< 23,,,1,16,G4,4,4400,620.5,540.2,493.6,512.3,480,Branca,,541.65,1100
Preta,M,24-30,,,1,16,G3,2,2200,,,,,,PPI,,,1100
Parda,M,< 23,,,1,2,G3,4,2200,,,,,,PPI,,,550
Branca,M,< 23,3509502,Privada,3,17,G4,4,30000,700.8,637.6,603.5,570.7,860,Branca,Privada,628.15,7500
Branca,F,< 23,,,1,12,NS,4,1650,507.8,579,566.4,445.2,700,Branca,,524.6,412.5
Branca,F,< 23,3515186,Privada,3,16,G4,4,5500,457.7,498.7,366.4,497.1,640,Branca,Privada,454.975,1375
Parda,F,< 23,,,2,16,NS,4,1100,478.2,478.3,509.1,457.2,600,PPI,Publica,480.7,275
Branca,F,< 23,,,1,16,G5,3,22000,660.7,657.4,715.6,649.4,880,Branca,,670.775,7333.33333333333
Parda,F,< 23,,,1,16,G4,1,5500,842.6,713,763.8,741,920,PPI,,765.1,5500
Branca,M,< 23,3516705,Privada,2,12,G4,3,3300,589.9,451.8,526.8,526.9,640,Branca,Publica,523.85,1100
Preta,F,31-50,,,1,2,G3,4,1100,,,,,,PPI,,,275
ND,F,< 23,,,2,5,G1,7,1100,,,,,,,Publica,,157.142857142857
Preta,M,< 23,,,1,16,G3,4,6600,730.4,432.9,484.6,505.4,560,PPI,,538.325,1650
Branca,F,31-50,,,1,2,G3,3,2200,,,,,,Branca,,,733.333333333333
Parda,F,24-30,,,1,2,G2,2,1650,478.1,340.7,369.2,481.8,560,PPI,,417.45,825
Branca,F,< 23,3534302,Privada,3,12,G3,5,2750,654.7,513.6,502.2,502.4,900,Branca,Privada,543.225,550
Branca,F,< 23,,,1,9,G1,2,1100,,404.4,424.6,,360,Branca,,,550
Parda,M,< 23,,,1,0,G2,4,2200,604.3,549.9,613.5,511.1,380,PPI,,569.7,550
Parda,F,31-50,,,1,2,NS,3,1100,,,,,,PPI,,,366.666666666667
Parda,M,< 23,3524402,Estadual,2,,NS,3,5500,550.2,495.8,593.6,462.6,360,PPI,Publica,525.55,1833.33333333333
Branca,F,< 23,3529005,Privada,2,16,G4,4,13200,,,,,,Branca,Publica,,3300
Branca,F,< 23,,,1,12,G3,4,1650,,,,,,Branca,,,412.5
Branca,F,< 23,3547809,Privada,3,17,G4,3,6600,464.9,428.8,450.1,343.5,600,Branca,Privada,421.825,2200
Branca,M,< 23,,,2,16,G3,4,3300,416.5,454.7,0,392.4,660,Branca,Publica,315.9,825
Branca,M,< 23,,,1,12,G4,4,11000,667.1,549.4,551.7,661.4,760,Branca,,607.4,2750
Parda,F,< 23,3534401,Privada,3,17,G4,5,5500,743.2,649.7,740.6,620.3,920,PPI,Privada,688.45,1100
Branca,F,31-50,,,1,12,G1,4,2750,585.6,597.3,676.2,590.4,920,Branca,,612.375,687.5
Branca,F,< 23,,,1,12,G3,3,3300,,,,,,Branca,,,1100
Branca,M,24-30,,,1,9,NS,2,1650,,,,,,Branca,,,825
Parda,M,< 23,3550308,Estadual,2,9,G2,4,1100,,,,,,PPI,Publica,,275
Branca,F,> 50,,,1,2,G2,3,2750,,0,0,,460,Branca,,,916.666666666667
Branca,M,< 23,,,2,12,G4,4,3300,487.3,377.4,421.9,417,460,Branca,Publica,425.9,825
Branca,M,< 23,,,1,12,G3,5,4400,,,,,,Branca,,,880
Preta,F,< 23,,,1,5,G3,2,2200,402.4,487.4,497.8,478.1,460,PPI,,466.425,1100
Branca,F,< 23,,,1,17,G5,5,8800,583.8,525.2,570.6,535.9,660,Branca,,553.875,1760
Parda,M,< 23,3525904,Privada,2,17,NS,2,13200,564.2,447.8,457.6,487.2,520,PPI,Publica,489.2,6600
Parda,F,31-50,,,2,2,G2,7,2200,,,,,,PPI,Publica,,314.285714285714
Parda,F,< 23,3550308,Privada,3,12,G3,4,3300,623.9,605.9,616.2,455.6,740,PPI,Privada,575.4,825
ND,F,< 23,3509502,Estadual,2,17,NS,2,2200,,,,,,,Publica,,1100
Parda,M,< 23,,,1,12,G2,4,2750,618.4,603.4,629.9,532.1,540,PPI,,595.95,687.5
Branca,F,31-50,,,1,12,G4,2,1650,,,,,,Branca,,,825
Branca,F,< 23,,,1,12,G5,7,30000,737.7,633.8,618.1,587.5,940,Branca,,644.275,4285.71428571429
Preta,F,31-50,,,1,2,G2,5,0,,,,,,PPI,,,0
Parda,F,< 23,,,1,12,G3,5,4400,583,598.6,661.1,585.7,640,PPI,,607.1,880
Preta,M,< 23,,,2,5,G3,4,4400,566.6,525.8,417.1,428.3,420,PPI,Publica,484.45,1100
Branca,M,31-50,,,1,12,G4,4,2200,,,,,,Branca,,,550
Branca,M,< 23,,,2,12,G3,8,1650,,,,,,Branca,Publica,,206.25
Parda,F,< 23,,,2,5,G2,4,1650,,,,,,PPI,Publica,,412.5
Parda,F,< 23,,,2,16,G2,2,1650,670.5,560,572.4,533.3,560,PPI,Publica,584.05,825
Branca,M,< 23,,,1,12,G4,3,8800,681.2,656.1,709,660.2,840,Branca,,676.625,2933.33333333333
Branca,M,< 23,3550308,Estadual,2,,NS,3,2200,,471.5,493,,440,Branca,Publica,,733.333333333333
Branca,F,< 23,,,1,12,NS,2,1650,547.9,530,469.7,420,960,Branca,,491.9,825
ND,F,< 23,,,1,12,G3,4,2200,,,,,,,,,550
Branca,M,< 23,3515707,Estadual,2,12,G2,4,3300,586.8,512,550.1,556.8,460,Branca,Publica,551.425,825
Parda,M,< 23,3550308,Privada,2,9,G2,4,2200,700.1,551.4,606.7,536.7,660,PPI,Publica,598.725,550
Branca,F,24-30,,,1,9,G2,2,2200,,402.5,514.7,,400,Branca,,,1100
Parda,F,31-50,,,1,2,NS,3,11000,,,,,,PPI,,,3666.66666666667
Parda,F,< 23,,,1,12,G3,3,1650,414.4,368.3,462.3,385,520,PPI,,407.5,550
Branca,F,< 23,,,1,12,G3,3,5500,476.8,568.9,566.7,545.2,600,Branca,,539.4,1833.33333333333
Branca,F,< 23,3513405,Privada,2,9,G3,2,1650,508.8,537,536.8,444,540,Branca,Publica,506.65,825
Branca,M,< 23,3534401,Estadual,2,12,G2,2,1650,,,,,,Branca,Publica,,825
Preta,F,< 23,,,1,2,G2,2,3300,,,,,,PPI,,,1650
Branca,F,24-30,,,1,9,G3,6,2750,489.8,465.5,509.1,442.4,480,Branca,,476.7,458.333333333333
Branca,M,< 23,,,1,16,G4,4,6600,760.9,611.9,636.8,724.9,880,Branca,,683.625,1650
Parda,F,< 23,,,1,2,G3,5,1650,,,,,,PPI,,,330
Branca,M,< 23,4105904,Estadual,2,9,G3,5,2200,612.5,480.5,424.9,583.5,580,Branca,Publica,525.35,440
Branca,M,< 23,,,1,9,G3,5,5500,,,,,,Branca,,,1100
Branca,F,< 23,,,1,12,NS,4,2200,,,,,,Branca,,,550
Branca,M,< 23,3542602,Estadual,2,12,G4,3,1650,592.7,513.6,380.4,447.6,660,Branca,Publica,483.575,550
Branca,F,< 23,,,1,16,G4,3,2200,,,,,,Branca,,,733.333333333333
Parda,F,< 23,,,1,0,G2,5,2200,,,,,,PPI,,,440
Branca,F,24-30,,,1,17,G5,2,16500,652.6,649.6,674.2,672.9,660,Branca,,662.325,8250
Parda,F,< 23,,,1,5,G3,4,4400,,516.3,539.3,,540,PPI,,,1100
Parda,F,24-30,,,1,5,G3,3,2200,,,,,,PPI,,,733.333333333333
Branca,F,< 23,,,1,17,G5,4,6600,765.3,581,662.1,579,720,Branca,,646.85,1650
Parda,F,< 23,3534401,Estadual,2,9,NS,2,1100,,,,,,PPI,Publica,,550
Branca,F,< 23,3552205,Estadual,2,16,NS,2,2750,,,,,,Branca,Publica,,1375
Branca,F,24-30,,,1,5,G2,3,1650,,,,,,Branca,,,550
Parda,F,< 23,,,2,12,NS,4,1650,474.1,361.3,446.6,398.1,360,PPI,Publica,420.025,412.5
Branca,F,< 23,,,1,17,G5,2,7700,418.5,448.7,429.3,425,520,Branca,,430.375,3850
Branca,F,< 23,,,1,2,G3,3,2750,513.5,556,581.3,533.1,800,Branca,,545.975,916.666666666667
Branca,M,< 23,3515103,Estadual,2,12,G3,4,1100,,,,,,Branca,Publica,,275
Parda,F,24-30,,,1,2,NS,5,2750,,,,,,PPI,,,550
Branca,F,< 23,,,1,2,G3,3,2750,710.8,692.4,671.5,639.7,960,Branca,,678.6,916.666666666667
Branca,F,< 23,,,1,16,G2,3,2750,,,,,,Branca,,,916.666666666667
Branca,F,< 23,,,1,12,G3,5,2750,664.8,536.8,533.3,397.6,820,Branca,,533.125,550
Parda,F,< 23,,,1,9,G4,4,1650,,,,,,PPI,,,412.5
Branca,M,< 23,,,1,5,G4,3,4400,584.2,508.9,480.2,532.3,620,Branca,,526.4,1466.66666666667
Branca,F,< 23,3509502,Privada,3,16,G5,4,22000,,,,,,Branca,Privada,,5500
Branca,F,24-30,,,1,2,G1,3,4400,600.3,554.2,449.9,494.5,680,Branca,,524.725,1466.66666666667
Amarela,M,31-50,,,1,12,NS,2,1100,472.2,367.2,421.2,435.7,280,Branca,,424.075,550
Branca,F,31-50,,,1,2,G1,3,1650,,,,,,Branca,,,550
Branca,F,< 23,,,1,16,G3,4,7700,705.9,584.2,680.1,657.9,880,Branca,,657.025,1925
Parda,F,< 23,3510500,Privada,2,17,G2,4,9900,651.1,600.8,545.7,555.3,720,PPI,Publica,588.225,2475
Branca,F,< 23,,,1,12,G3,4,1650,552.9,538.7,449.9,513.9,580,Branca,,513.85,412.5
Parda,F,< 23,,,1,5,G3,1,1650,,,,,,PPI,,,1650
Branca,M,24-30,,,1,17,G3,1,0,701.3,642.8,649.7,668.5,520,Branca,,665.575,0
Parda,F,< 23,3557006,Privada,3,16,G4,3,5500,605.8,595.6,617.7,545.1,660,PPI,Privada,591.05,1833.33333333333
Parda,M,< 23,,,1,9,G3,3,2200,373.9,437.2,464.6,481,460,PPI,,439.175,733.333333333333
Branca,F,< 23,3552205,Estadual,2,9,G4,4,6600,,,,,,Branca,Publica,,1650
Branca,F,< 23,,,1,2,G2,4,2750,,,,,,Branca,,,687.5
Branca,M,< 23,,,1,5,G4,3,1650,,,,,,Branca,,,550
Parda,F,24-30,,,1,9,G3,3,1650,403.6,493.7,460.8,400.9,520,PPI,,439.75,550
Branca,F,< 23,3550308,Estadual,2,12,G2,2,1100,,,,,,Branca,Publica,,550
Branca,F,< 23,,,1,12,G3,3,3300,,,,,,Branca,,,1100
Parda,M,< 23,,,1,5,G2,3,1100,503.6,415.6,428,411.3,640,PPI,,439.625,366.666666666667
Branca,M,< 23,,,1,5,G3,4,1100,,,,,,Branca,,,275
Preta,M,24-30,,,1,12,G4,5,6600,555.2,589.7,602.9,513.6,0,PPI,,565.35,1320
Branca,M,< 23,3505203,Privada,3,16,G5,3,5500,764.3,635.9,769.3,729.2,760,Branca,Privada,724.675,1833.33333333333
Parda,F,< 23,,,1,16,G4,3,9900,421.4,607.1,598.4,525.7,780,PPI,,538.15,3300
Branca,M,< 23,,,1,5,G2,5,2750,,,,,,Branca,,,550
Branca,F,< 23,,,1,12,G3,3,4400,,,,,,Branca,,,1466.66666666667
Branca,F,< 23,,,1,12,G4,5,2750,610.8,555.8,568.3,462.3,560,Branca,,549.3,550
Branca,F,< 23,,,1,12,G4,5,2200,,,,,,Branca,,,440
Branca,F,> 50,,,1,2,G4,4,7700,431.5,438.2,541.3,457.5,420,Branca,,467.125,1925
Parda,F,< 23,,,2,16,G3,5,2200,586.3,485.3,521.5,469,640,PPI,Publica,515.525,440
Parda,M,< 23,3518800,Estadual,2,12,G3,3,2200,,,,,,PPI,Publica,,733.333333333333
Parda,F,< 23,,,1,9,NS,4,1100,,,,,,PPI,,,275
Branca,F,< 23,3550308,Privada,3,17,G4,4,2750,,,,,,Branca,Privada,,687.5
Parda,F,31-50,,,1,2,G3,3,1650,,,,,,PPI,,,550
Parda,M,31-50,,,1,0,G1,1,2200,,,,,,PPI,,,2200
Parda,F,31-50,,,1,12,G3,3,1650,,,,,,PPI,,,550
Preta,M,< 23,,,1,9,G2,5,1650,751.7,410.5,577.2,602.1,900,PPI,,585.375,330
Branca,M,< 23,,,1,17,G4,4,11000,,,,,,Branca,,,2750
Branca,F,< 23,3509502,Privada,3,17,G4,4,3300,397.2,477.9,423,558.6,580,Branca,Privada,464.175,825
Parda,M,< 23,3525904,Privada,3,9,G2,2,1100,,,,,,PPI,Privada,,550
Branca,F,< 23,3550308,Estadual,2,12,G4,6,1650,,541.8,605.3,,660,Branca,Publica,,275
Branca,M,< 23,,,1,5,G3,2,2750,614.4,504.8,595.9,524.3,800,Branca,,559.85,1375
Preta,F,< 23,3529302,Estadual,2,9,G1,3,1650,508.3,498.4,373.1,389.4,560,PPI,Publica,442.3,550
Branca,F,< 23,2111300,Privada,3,17,NS,5,3300,544.1,449.8,582.5,523.6,500,Branca,Privada,525,660
Preta,M,24-30,,,1,5,G2,4,1100,,,,,,PPI,,,275
Branca,M,> 50,,,1,2,G2,2,1650,519.4,482.2,606.4,484.2,420,Branca,,523.05,825
Preta,M,< 23,,,2,17,G4,5,4400,707.3,582,632.9,573.3,660,PPI,Publica,623.875,880
Preta,M,31-50,,,1,5,NS,2,1100,557.3,549.4,660.8,608.2,380,PPI,,593.925,550
Branca,F,< 23,3552809,Estadual,2,17,G3,5,7700,398.3,438.4,426.2,402.6,380,Branca,Publica,416.375,1540
Preta,F,< 23,,,1,9,G2,4,1650,426,559,469.2,461,500,PPI,,478.8,412.5
Branca,F,< 23,,,1,12,G4,4,11000,749.8,615.3,712.8,686,800,Branca,,690.975,2750
Branca,M,24-30,,,1,17,G5,5,13200,,,,,,Branca,,,2640
Branca,M,< 23,3550308,Privada,3,17,G5,3,30000,792.6,652.1,600.4,558.8,800,Branca,Privada,650.975,10000
Branca,M,< 23,3518800,Privada,3,17,G4,2,13200,478.2,582.4,399.8,576.3,600,Branca,Privada,509.175,6600
Branca,F,< 23,3516200,Privada,3,12,G5,6,16500,363.7,525.6,417,533.1,520,Branca,Privada,459.85,2750
Branca,F,< 23,,,1,2,G3,5,2200,,,,,,Branca,,,440
Branca,M,24-30,,,1,12,G2,2,1650,,,,,,Branca,,,825
Branca,F,< 23,,,1,17,G4,4,6600,,,,,,Branca,,,1650
Parda,M,< 23,,,1,12,NS,2,7700,,,,,,PPI,,,3850
Branca,F,> 50,,,1,17,G4,2,7700,653.4,582.3,597.9,507.7,500,Branca,,585.325,3850
Parda,F,< 23,,,2,16,G3,4,1650,502.3,521.1,560.8,471.4,380,PPI,Publica,513.9,412.5
Branca,M,< 23,,,1,9,G2,3,2200,,382.3,445.2,,440,Branca,,,733.333333333333
Amarela,F,< 23,3552502,Privada,3,16,G5,4,9900,413.3,475.4,539.6,440,520,Branca,Privada,467.075,2475
Branca,F,< 23,3554102,Municipal,2,16,G4,4,6600,533,416.1,530.2,446.5,600,Branca,Publica,481.45,1650
Branca,F,< 23,,,2,16,G4,4,5500,590.3,557.8,446.8,547.3,640,Branca,Publica,535.55,1375
Branca,M,< 23,,,1,12,G3,4,6600,662.7,586.2,591.6,608.9,800,Branca,,612.35,1650
Branca,F,< 23,3507506,Privada,3,16,G5,4,16500,693,610.1,617.2,535.6,920,Branca,Privada,613.975,4125
Branca,M,< 23,,,1,17,G2,2,9900,662.4,612.3,660,625.1,900,Branca,,639.95,4950
Branca,F,< 23,,,1,12,G4,2,11000,592.7,488.7,598.7,505.7,680,Branca,,546.45,5500
Preta,M,< 23,,,2,12,G3,3,1650,547.5,579,638.2,558.2,520,PPI,Publica,580.725,550
Branca,F,< 23,3522208,Estadual,2,0,G2,3,1650,,,,,,Branca,Publica,,550
